customer_id,first_seen,last_seen
C07938,2016-07-07 15:06:12,2016-12-31 15:40:03
C12955,2016-07-07 15:07:13,2016-12-31 20:23:13
C06212,2016-07-07 15:08:33,2016-12-31 20:52:36
C03070,2016-07-07 15:15:22,2016-12-21 21:27:22
C10633,2016-07-07 15:19:58,2016-11-19 23:07:38
C02291,2016-07-07 15:24:30,2016-07-07 15:24:30
C11360,2016-07-07 15:28:27,2016-12-22 02:05:53
C02363,2016-07-07 15:35:00,2016-12-26 19:09:55
C00840,2016-07-07 15:35:46,2016-07-07 15:35:46
C08306,2016-07-07 15:44:35,2016-12-18 19:33:55
C10389,2016-07-07 15:44:36,2016-07-07 15:44:36
C08016,2016-07-07 15:44:39,2016-11-23 23:34:50
C04533,2016-07-07 15:46:38,2016-12-30 22:08:54
C06028,2016-07-07 15:47:45,2016-12-23 21:16:03
C02916,2016-07-07 15:51:20,2016-12-15 01:43:40
C08163,2016-07-07 15:52:17,2016-10-30 15:28:12
C00245,2016-07-07 15:55:03,2016-12-21 17:19:08
C02177,2016-07-07 15:56:09,2016-12-28 00:08:08
C00034,2016-07-07 16:01:54,2016-12-30 18:24:07
C04719,2016-07-07 16:02:22,2016-07-08 14:27:30
C03303,2016-07-07 16:02:24,2016-08-06 01:28:51
C05589,2016-07-07 16:03:57,2016-07-07 16:03:57
C04142,2016-07-07 16:05:18,2016-12-29 17:13:33
C09663,2016-07-07 16:05:30,2016-12-31 20:20:54
C01006,2016-07-07 16:07:02,2016-12-16 19:48:51
C04260,2016-07-07 16:08:28,2016-09-09 14:24:28
C09628,2016-07-07 16:09:35,2016-12-31 03:31:24
C04516,2016-07-07 16:11:50,2016-12-29 17:18:29
C06986,2016-07-07 16:14:05,2016-12-31 16:20:32
C09440,2016-07-07 16:15:49,2016-11-07 03:16:26
C11340,2016-07-07 16:17:06,2016-12-27 19:54:52
C10610,2016-07-07 16:17:26,2016-07-07 16:17:26
C09401,2016-07-07 16:18:24,2016-12-31 21:36:54
C10880,2016-07-07 16:23:24,2016-08-20 14:11:10
C10004,2016-07-07 16:26:46,2016-12-29 18:20:03
C00342,2016-07-07 16:26:49,2016-11-25 05:05:37
C03025,2016-07-07 16:27:28,2016-10-16 21:09:08
C06746,2016-07-07 16:30:14,2016-08-22 20:28:07
C04528,2016-07-07 16:36:07,2016-12-31 23:14:42
C03986,2016-07-07 16:39:25,2016-12-13 00:26:17
C07848,2016-07-07 16:40:17,2016-12-23 04:48:59
C07051,2016-07-07 16:40:32,2016-12-21 01:52:10
C12777,2016-07-07 16:40:55,2016-12-08 15:25:03
C07840,2016-07-07 16:43:34,2016-12-31 21:17:52
C08011,2016-07-07 16:46:16,2016-09-15 20:18:53
C01931,2016-07-07 16:46:56,2016-07-07 16:46:56
C09990,2016-07-07 16:47:00,2016-07-07 16:52:57
C03191,2016-07-07 16:50:04,2016-08-21 19:53:28
C07993,2016-07-07 16:52:25,2016-07-10 23:02:41
C06288,2016-07-07 16:52:54,2016-07-18 23:36:35
C00580,2016-07-07 16:53:24,2016-10-24 12:24:29
C07277,2016-07-07 16:55:14,2016-12-27 22:27:38
C08871,2016-07-07 16:56:12,2016-12-06 16:07:44
C03357,2016-07-07 16:56:20,2016-07-30 00:49:20
C01803,2016-07-07 16:59:10,2016-12-27 12:50:06
C10814,2016-07-07 17:01:22,2016-12-29 14:42:16
C08850,2016-07-07 17:02:52,2016-12-13 16:24:55
C01269,2016-07-07 17:05:15,2016-12-28 20:18:39
C12114,2016-07-07 17:09:28,2016-09-12 03:09:02
C03517,2016-07-07 17:12:32,2016-12-31 15:50:49
C11486,2016-07-07 17:13:47,2016-09-15 23:01:42
C03282,2016-07-07 17:21:17,2016-07-07 17:21:17
C01302,2016-07-07 17:21:34,2016-07-09 05:00:28
C11716,2016-07-07 17:22:05,2016-12-29 18:58:41
C06487,2016-07-07 17:23:03,2016-07-12 05:25:37
C09701,2016-07-07 17:27:53,2016-12-20 23:27:36
C12921,2016-07-07 17:28:17,2016-12-21 16:17:20
C01409,2016-07-07 17:28:46,2016-12-12 01:22:36
C12583,2016-07-07 17:31:44,2016-12-30 18:48:28
C09312,2016-07-07 17:32:15,2016-12-21 01:18:35
C12391,2016-07-07 17:33:51,2016-12-28 19:49:38
C11577,2016-07-07 17:36:23,2016-12-30 18:59:06
C12364,2016-07-07 17:37:01,2016-12-10 16:34:05
C09131,2016-07-07 17:38:06,2016-12-28 16:29:41
C11530,2016-07-07 17:39:33,2016-12-25 15:31:12
C02311,2016-07-07 17:42:22,2016-12-28 14:51:15
C03712,2016-07-07 17:42:33,2016-08-25 14:08:43
C05613,2016-07-07 17:43:21,2016-12-22 15:43:13
C10894,2016-07-07 17:44:27,2016-12-13 01:13:52
C01546,2016-07-07 17:44:36,2016-07-18 18:42:53
C05770,2016-07-07 17:44:42,2016-12-24 03:29:51
C06875,2016-07-07 17:44:45,2016-12-24 20:49:13
C12057,2016-07-07 17:45:43,2016-12-17 18:30:34
C09397,2016-07-07 17:51:17,2016-12-18 18:34:14
C03166,2016-07-07 17:57:13,2016-11-21 13:05:09
C07008,2016-07-07 17:58:56,2016-12-31 22:53:55
C13139,2016-07-07 18:00:53,2016-12-13 22:17:41
C05810,2016-07-07 18:03:22,2016-09-21 19:18:25
C12964,2016-07-07 18:05:33,2016-09-20 23:06:30
C10753,2016-07-07 18:08:41,2016-10-05 21:08:36
C02905,2016-07-07 18:09:03,2016-12-29 14:26:02
C09429,2016-07-07 18:09:56,2016-11-30 19:31:05
C13110,2016-07-07 18:12:50,2016-12-27 18:26:28
C00813,2016-07-07 18:14:19,2016-12-29 16:38:27
C07192,2016-07-07 18:16:32,2016-07-22 16:25:54
C06076,2016-07-07 18:17:28,2016-12-04 00:48:09
C01543,2016-07-07 18:19:59,2016-08-28 20:04:04
C09744,2016-07-07 18:22:20,2016-12-31 14:04:54
C09160,2016-07-07 18:23:25,2016-12-19 23:06:31
C12110,2016-07-07 18:25:55,2016-12-20 00:39:48
C08957,2016-07-07 18:27:21,2016-12-25 23:45:00
C05849,2016-07-07 18:27:40,2016-09-06 00:28:31
C07152,2016-07-07 18:28:26,2016-12-13 15:49:43
C05831,2016-07-07 18:31:04,2016-12-20 03:51:25
C07944,2016-07-07 18:32:59,2016-12-27 12:35:49
C08978,2016-07-07 18:33:27,2016-07-07 18:33:27
C08752,2016-07-07 18:33:46,2016-12-29 23:29:12
C13319,2016-07-07 18:34:59,2016-12-31 17:30:35
C01925,2016-07-07 18:39:40,2016-11-23 19:24:39
C08140,2016-07-07 18:39:46,2016-11-30 20:38:35
C12230,2016-07-07 18:40:14,2016-12-12 03:35:39
C12020,2016-07-07 18:47:22,2016-08-15 23:25:10
C10624,2016-07-07 18:47:30,2016-10-20 17:33:52
C11962,2016-07-07 18:52:42,2016-12-29 12:53:45
C03043,2016-07-07 18:52:43,2016-12-31 12:17:57
C00368,2016-07-07 18:54:43,2016-12-30 01:48:47
C04655,2016-07-07 18:56:59,2016-12-18 23:27:06
C13451,2016-07-07 18:57:08,2016-10-18 22:46:08
C04269,2016-07-07 18:59:01,2016-12-07 15:59:40
C00231,2016-07-07 18:59:50,2016-12-28 18:07:53
C05088,2016-07-07 19:06:30,2016-12-28 22:30:07
C06265,2016-07-07 19:06:39,2016-12-05 04:35:35
C01594,2016-07-07 19:08:28,2016-12-19 12:58:40
C10205,2016-07-07 19:11:02,2016-12-23 08:14:43
C01391,2016-07-07 19:11:56,2016-12-26 22:03:23
C09851,2016-07-07 19:14:27,2016-10-09 03:05:13
C01201,2016-07-07 19:16:51,2016-07-10 00:48:52
C04726,2016-07-07 19:17:40,2016-12-08 20:52:41
C06114,2016-07-07 19:22:53,2016-07-07 19:22:53
C12842,2016-07-07 19:25:31,2016-12-19 17:15:09
C10667,2016-07-07 19:27:17,2016-12-19 20:51:35
C08381,2016-07-07 19:27:20,2016-11-08 13:59:11
C03205,2016-07-07 19:29:42,2016-11-04 16:36:26
C01041,2016-07-07 19:30:49,2016-12-31 01:11:32
C10740,2016-07-07 19:31:36,2016-07-24 02:47:22
C09171,2016-07-07 19:33:04,2016-11-29 01:52:15
C08632,2016-07-07 19:36:55,2016-08-16 22:34:27
C07180,2016-07-07 19:36:59,2016-12-31 00:50:38
C06021,2016-07-07 19:37:03,2016-12-21 02:15:55
C12733,2016-07-07 19:40:06,2016-07-07 19:40:06
C03382,2016-07-07 19:44:03,2016-12-27 02:38:47
C05698,2016-07-07 19:45:11,2016-12-31 19:30:38
C02266,2016-07-07 19:49:27,2016-12-16 19:49:41
C05655,2016-07-07 19:51:20,2016-12-31 02:31:00
C03762,2016-07-07 19:51:30,2016-11-23 17:48:06
C01245,2016-07-07 19:52:10,2016-07-07 19:52:10
C00313,2016-07-07 19:52:32,2016-12-11 20:13:00
C13210,2016-07-07 19:57:59,2016-11-29 17:49:58
C10683,2016-07-07 19:59:31,2016-12-30 19:00:08
C02019,2016-07-07 20:00:10,2016-12-30 17:34:46
C12104,2016-07-07 20:00:48,2016-12-31 17:58:23
C08039,2016-07-07 20:01:57,2016-12-19 23:46:47
C07768,2016-07-07 20:03:53,2016-12-20 16:23:31
C09267,2016-07-07 20:04:08,2016-12-25 20:24:09
C02305,2016-07-07 20:05:51,2016-12-20 02:53:24
C00060,2016-07-07 20:10:22,2016-12-23 21:50:18
C08107,2016-07-07 20:11:36,2016-11-26 03:05:05
C11734,2016-07-07 20:11:58,2016-12-04 20:40:41
C04290,2016-07-07 20:13:39,2016-07-07 20:13:39
C02152,2016-07-07 20:19:28,2016-12-29 22:58:50
C12449,2016-07-07 20:22:40,2016-11-09 23:15:22
C11183,2016-07-07 20:24:54,2016-12-09 23:33:09
C01757,2016-07-07 20:24:55,2016-12-30 11:13:20
C04697,2016-07-07 20:29:32,2016-12-10 20:39:21
C11918,2016-07-07 20:32:37,2016-12-31 20:45:15
C00416,2016-07-07 20:37:54,2016-12-27 03:53:29
C06295,2016-07-07 20:38:42,2016-12-25 21:19:45
C02069,2016-07-07 20:38:45,2016-12-31 21:59:23
C08133,2016-07-07 20:40:34,2016-12-06 00:17:44
C12689,2016-07-07 20:43:02,2016-10-28 18:38:20
C04317,2016-07-07 20:47:57,2016-12-31 17:52:09
C07106,2016-07-07 20:51:48,2016-12-19 20:00:51
C01816,2016-07-07 20:53:24,2016-12-24 16:46:12
C05860,2016-07-07 20:57:47,2016-12-29 00:20:15
C03168,2016-07-07 20:58:21,2016-07-07 20:58:21
C09375,2016-07-07 21:00:13,2016-07-07 21:00:13
C00611,2016-07-07 21:00:33,2016-09-08 01:32:03
C04568,2016-07-07 21:01:54,2016-12-31 18:21:46
C11953,2016-07-07 21:01:54,2016-07-20 02:33:56
C09952,2016-07-07 21:03:48,2016-10-31 14:18:41
C07257,2016-07-07 21:04:29,2016-12-15 02:25:42
C07422,2016-07-07 21:05:30,2016-10-17 21:35:12
C05224,2016-07-07 21:14:15,2016-07-07 21:14:15
C05670,2016-07-07 21:14:54,2016-12-31 21:37:55
C07011,2016-07-07 21:14:57,2016-12-31 19:49:27
C11292,2016-07-07 21:15:02,2016-07-07 21:15:02
C12302,2016-07-07 21:16:39,2016-11-20 02:26:49
C04162,2016-07-07 21:23:49,2016-09-06 21:18:12
C10596,2016-07-07 21:24:06,2016-12-07 19:50:48
C09079,2016-07-07 21:25:33,2016-12-25 12:29:50
C06238,2016-07-07 21:28:13,2016-10-10 23:00:39
C06424,2016-07-07 21:28:46,2016-12-30 23:47:32
C10919,2016-07-07 21:29:19,2016-12-30 13:42:09
C11574,2016-07-07 21:32:08,2016-12-31 23:35:18
C09669,2016-07-07 21:32:51,2016-12-27 11:17:11
C11537,2016-07-07 21:34:25,2016-12-08 13:05:47
C01400,2016-07-07 21:35:21,2016-12-25 18:02:47
C08748,2016-07-07 21:41:28,2016-12-31 01:06:54
C04614,2016-07-07 21:41:31,2016-12-27 16:20:47
C03234,2016-07-07 21:45:20,2016-12-28 16:17:44
C05761,2016-07-07 21:47:10,2016-10-17 16:15:29
C09863,2016-07-07 21:49:06,2016-12-24 12:13:36
C13284,2016-07-07 21:50:15,2016-12-29 15:47:08
C12884,2016-07-07 21:50:37,2016-11-10 23:45:49
C07164,2016-07-07 21:53:06,2016-12-25 03:16:30
C10411,2016-07-07 21:53:41,2016-12-13 13:33:08
C08504,2016-07-07 21:54:34,2016-11-28 22:04:40
C13540,2016-07-07 21:56:17,2016-07-07 21:56:17
C13521,2016-07-07 21:56:35,2016-12-31 21:21:55
C12261,2016-07-07 21:56:45,2016-07-22 20:45:37
C04424,2016-07-07 21:57:41,2016-12-11 13:48:37
C01099,2016-07-07 21:58:52,2016-12-21 17:38:03
C05713,2016-07-07 21:59:30,2016-12-29 11:40:21
C02783,2016-07-07 21:59:54,2016-12-29 13:24:00
C10369,2016-07-07 22:00:33,2016-12-25 18:16:53
C04440,2016-07-07 22:01:10,2016-12-30 17:31:38
C09356,2016-07-07 22:06:09,2016-09-16 16:33:02
C00429,2016-07-07 22:08:27,2016-12-15 18:40:59
C00658,2016-07-07 22:09:59,2016-07-07 22:09:59
C12310,2016-07-07 22:13:19,2016-12-02 19:48:47
C04397,2016-07-07 22:16:11,2016-12-16 17:40:38
C07735,2016-07-07 22:18:04,2016-12-10 18:51:37
C02040,2016-07-07 22:18:12,2016-12-31 18:19:46
C11008,2016-07-07 22:18:19,2016-12-31 20:35:48
C05124,2016-07-07 22:21:49,2016-12-23 21:24:16
C07474,2016-07-07 22:24:13,2016-12-07 23:03:17
C04029,2016-07-07 22:28:14,2016-12-21 15:10:30
C06097,2016-07-07 22:33:28,2016-12-25 03:09:40
C01166,2016-07-07 22:35:15,2016-12-18 13:52:37
C04963,2016-07-07 22:38:12,2016-12-21 22:16:36
C09464,2016-07-07 22:42:09,2016-12-16 20:20:46
C01758,2016-07-07 22:44:47,2016-11-17 21:21:27
C01225,2016-07-07 22:46:30,2016-12-24 22:03:31
C10091,2016-07-07 22:48:45,2016-12-30 17:52:45
C03523,2016-07-07 22:55:24,2016-10-07 16:40:58
C06302,2016-07-07 22:59:26,2016-12-17 15:49:07
C01105,2016-07-07 23:05:00,2016-12-31 21:13:16
C05106,2016-07-07 23:05:10,2016-11-28 01:06:41
C07916,2016-07-07 23:09:25,2016-12-02 20:15:33
C13039,2016-07-07 23:14:49,2016-12-20 18:00:08
C09631,2016-07-07 23:16:02,2016-12-23 21:42:51
C03418,2016-07-07 23:16:16,2016-12-31 16:21:15
C12699,2016-07-07 23:20:18,2016-11-02 02:15:51
C02338,2016-07-07 23:20:35,2016-10-17 17:43:18
C03179,2016-07-07 23:20:37,2016-12-05 03:27:15
C13192,2016-07-07 23:21:51,2016-07-09 02:45:01
C08737,2016-07-07 23:28:25,2016-12-31 15:09:24
C10794,2016-07-07 23:37:12,2016-08-21 19:51:55
C08336,2016-07-07 23:38:27,2016-12-27 17:30:05
C04889,2016-07-07 23:41:23,2016-12-28 22:29:23
C00458,2016-07-07 23:43:10,2016-11-29 03:35:46
C00842,2016-07-07 23:43:42,2016-12-31 22:25:33
C06329,2016-07-07 23:44:02,2016-08-30 15:29:02
C12949,2016-07-07 23:44:09,2016-12-09 23:56:51
C02003,2016-07-07 23:51:57,2016-12-26 22:33:06
C02626,2016-07-07 23:52:15,2016-11-30 21:52:49
C12494,2016-07-07 23:52:40,2016-10-23 03:10:58
C03533,2016-07-07 23:55:15,2016-12-31 20:56:27
C08739,2016-07-07 23:56:28,2016-11-11 13:04:00
C00180,2016-07-07 23:59:22,2016-11-25 18:38:01
C03317,2016-07-08 00:02:20,2016-12-29 00:42:49
C05497,2016-07-08 00:03:36,2016-11-17 01:21:38
C04242,2016-07-08 00:07:27,2016-12-23 19:28:19
C10220,2016-07-08 00:10:48,2016-10-26 02:05:31
C09786,2016-07-08 00:14:05,2016-12-27 22:08:04
C13293,2016-07-08 00:17:53,2016-07-22 18:10:58
C12388,2016-07-08 00:18:13,2016-09-26 16:54:24
C10375,2016-07-08 00:20:33,2016-07-08 00:20:33
C06930,2016-07-08 00:21:53,2016-07-08 00:21:53
C10821,2016-07-08 00:23:32,2016-12-25 17:50:49
C04576,2016-07-08 00:24:45,2016-12-17 19:44:44
C13026,2016-07-08 00:27:14,2016-12-17 16:08:02
C01545,2016-07-08 00:27:49,2016-12-28 23:44:12
C04948,2016-07-08 00:29:24,2016-12-23 19:41:40
C07821,2016-07-08 00:29:37,2016-12-23 14:54:34
C03181,2016-07-08 00:31:12,2016-12-31 02:04:55
C04847,2016-07-08 00:32:42,2016-12-16 19:08:07
C07078,2016-07-08 00:33:08,2016-12-30 17:43:01
C01887,2016-07-08 00:35:19,2016-10-08 17:04:13
C12509,2016-07-08 00:35:34,2016-12-31 16:38:16
C06296,2016-07-08 00:37:31,2016-12-27 04:09:14
C06984,2016-07-08 00:40:00,2016-07-08 00:40:00
C13081,2016-07-08 00:40:25,2016-12-22 03:16:43
C13364,2016-07-08 00:40:28,2016-12-28 16:51:13
C12115,2016-07-08 00:45:25,2016-12-25 13:38:03
C07204,2016-07-08 00:49:20,2016-12-28 18:20:33
C03946,2016-07-08 00:49:39,2016-12-10 15:23:57
C02959,2016-07-08 00:51:32,2016-11-24 15:11:31
C05268,2016-07-08 00:51:55,2016-12-29 12:44:17
C07429,2016-07-08 00:52:29,2016-12-25 22:31:31
C03306,2016-07-08 01:02:25,2016-12-14 15:58:28
C04394,2016-07-08 01:09:44,2016-07-08 01:31:53
C01402,2016-07-08 01:12:06,2016-09-30 01:57:46
C10181,2016-07-08 01:15:02,2016-12-25 00:32:35
C03571,2016-07-08 01:16:16,2016-12-22 12:51:59
C08699,2016-07-08 01:18:01,2016-12-27 00:34:09
C11715,2016-07-08 01:22:17,2016-11-29 15:28:57
C07751,2016-07-08 01:25:02,2016-11-07 17:22:19
C04423,2016-07-08 01:25:15,2016-12-31 21:59:31
C05824,2016-07-08 01:33:11,2016-12-14 18:20:26
C04055,2016-07-08 01:33:13,2016-12-20 17:09:24
C07431,2016-07-08 01:33:15,2016-07-17 01:39:53
C01495,2016-07-08 01:34:20,2016-12-31 23:54:43
C03605,2016-07-08 01:36:32,2016-12-23 02:57:34
C09905,2016-07-08 01:40:42,2016-12-29 23:13:10
C05240,2016-07-08 01:43:51,2016-12-28 23:22:34
C08652,2016-07-08 01:44:28,2016-12-26 21:35:24
C02391,2016-07-08 01:46:33,2016-07-08 01:46:33
C09146,2016-07-08 01:55:12,2016-12-19 23:52:36
C08887,2016-07-08 02:01:49,2016-07-08 02:01:49
C13306,2016-07-08 02:04:44,2016-12-22 19:56:01
C00637,2016-07-08 02:07:23,2016-11-25 14:42:52
C05253,2016-07-08 02:12:01,2016-12-04 18:28:34
C04124,2016-07-08 02:21:52,2016-12-31 19:27:19
C09207,2016-07-08 02:30:42,2016-12-31 21:52:06
C01459,2016-07-08 02:30:59,2016-11-25 13:40:11
C02879,2016-07-08 02:31:37,2016-12-20 19:18:25
C10547,2016-07-08 02:45:25,2016-10-03 11:27:32
C05103,2016-07-08 02:48:16,2016-07-08 02:48:16
C01718,2016-07-08 02:50:15,2016-07-27 23:09:22
C03346,2016-07-08 02:54:55,2016-11-29 02:49:50
C01549,2016-07-08 03:00:11,2016-12-12 01:29:39
C11419,2016-07-08 03:02:22,2016-12-26 18:57:10
C07552,2016-07-08 03:06:46,2016-12-31 18:43:10
C09104,2016-07-08 03:10:51,2016-09-26 13:58:32
C13249,2016-07-08 03:13:01,2016-12-14 17:18:10
C01317,2016-07-08 03:15:49,2016-12-29 19:07:03
C01604,2016-07-08 03:22:21,2016-12-28 20:22:54
C09292,2016-07-08 03:25:04,2016-12-13 23:10:55
C07560,2016-07-08 03:29:13,2016-12-30 19:33:34
C04446,2016-07-08 03:31:13,2016-12-30 20:46:54
C08300,2016-07-08 03:39:15,2016-07-08 03:39:15
C05650,2016-07-08 03:46:54,2016-12-22 00:00:15
C01544,2016-07-08 03:50:29,2016-12-30 17:29:53
C13152,2016-07-08 03:52:44,2016-12-29 16:37:00
C09116,2016-07-08 04:01:11,2016-12-30 23:12:49
C11443,2016-07-08 04:15:08,2016-12-16 20:55:57
C05152,2016-07-08 04:22:50,2016-07-08 04:22:50
C03198,2016-07-08 04:52:01,2016-09-06 15:49:38
C04172,2016-07-08 05:12:25,2016-12-31 22:41:16
C03593,2016-07-08 05:18:08,2016-12-15 04:01:23
C08448,2016-07-08 05:38:57,2016-12-22 02:15:48
C03908,2016-07-08 05:55:49,2016-12-31 20:58:07
C13401,2016-07-08 06:13:45,2016-11-16 17:39:20
C08334,2016-07-08 06:43:46,2016-12-28 14:18:37
C12258,2016-07-08 06:45:41,2016-12-25 15:00:16
C02667,2016-07-08 07:17:41,2016-12-27 21:10:17
C02889,2016-07-08 07:40:15,2016-12-05 23:06:07
C12840,2016-07-08 08:23:03,2016-12-27 22:45:14
C12762,2016-07-08 08:29:48,2016-12-17 20:56:21
C05219,2016-07-08 09:35:21,2016-07-29 03:33:52
C12006,2016-07-08 09:41:59,2016-09-24 20:54:42
C03326,2016-07-08 09:57:35,2016-11-09 03:42:34
C09713,2016-07-08 10:52:39,2016-11-01 14:24:12
C09494,2016-07-08 10:57:03,2016-12-11 12:23:44
C13041,2016-07-08 10:57:54,2016-12-31 23:20:42
C09391,2016-07-08 11:43:43,2016-07-08 11:43:43
C11861,2016-07-08 11:50:12,2016-12-02 03:43:02
C09056,2016-07-08 11:51:45,2016-08-14 15:58:43
C07650,2016-07-08 12:26:42,2016-07-31 23:18:08
C05893,2016-07-08 12:41:40,2016-07-19 21:00:17
C06990,2016-07-08 12:45:05,2016-11-24 22:41:19
C05712,2016-07-08 12:47:49,2016-12-27 12:11:45
C12491,2016-07-08 13:12:47,2016-10-08 22:21:55
C08566,2016-07-08 13:16:13,2016-12-31 03:11:43
C05474,2016-07-08 13:25:03,2016-12-30 12:23:39
C11346,2016-07-08 13:29:08,2016-12-23 20:22:35
C12579,2016-07-08 13:29:27,2016-11-11 22:33:14
C13065,2016-07-08 13:31:20,2016-11-26 16:40:18
C06886,2016-07-08 13:31:39,2016-12-31 20:18:36
C03709,2016-07-08 13:33:48,2016-11-14 01:51:07
C06579,2016-07-08 13:35:42,2016-09-26 23:15:46
C11384,2016-07-08 13:40:48,2016-12-17 06:03:54
C05563,2016-07-08 13:43:38,2016-12-13 13:58:45
C13031,2016-07-08 13:51:10,2016-12-16 21:59:50
C10947,2016-07-08 14:05:42,2016-12-21 15:05:29
C02191,2016-07-08 14:07:06,2016-11-04 01:25:48
C09181,2016-07-08 14:07:39,2016-12-27 20:25:29
C12012,2016-07-08 14:10:43,2016-12-23 16:09:02
C06135,2016-07-08 14:20:09,2016-12-23 23:25:48
C10845,2016-07-08 14:28:13,2016-07-08 14:45:35
C11600,2016-07-08 14:29:10,2016-12-17 19:07:20
C07694,2016-07-08 14:32:25,2016-12-31 11:43:34
C04593,2016-07-08 14:34:55,2016-07-08 14:34:55
C13302,2016-07-08 14:35:54,2016-12-27 16:20:05
C09500,2016-07-08 14:42:23,2016-12-31 14:38:56
C07017,2016-07-08 14:45:47,2016-12-30 20:51:40
C02444,2016-07-08 14:46:20,2016-12-14 16:59:49
C13524,2016-07-08 14:47:10,2016-12-31 18:21:37
C11076,2016-07-08 14:50:41,2016-12-28 21:12:45
C07341,2016-07-08 14:53:44,2016-12-27 16:14:26
C08413,2016-07-08 14:55:19,2016-07-08 14:55:19
C11657,2016-07-08 14:56:21,2016-12-22 19:31:22
C05455,2016-07-08 14:57:41,2016-10-15 23:26:18
C01018,2016-07-08 14:58:20,2016-12-24 21:45:49
C06707,2016-07-08 15:00:37,2016-07-08 15:10:20
C02187,2016-07-08 15:03:36,2016-12-24 16:49:59
C09684,2016-07-08 15:04:13,2016-12-28 01:26:16
C00216,2016-07-08 15:08:10,2016-07-08 15:08:10
C00357,2016-07-08 15:08:25,2016-12-15 22:58:38
C09964,2016-07-08 15:11:55,2016-12-20 21:17:09
C10990,2016-07-08 15:14:48,2016-12-31 22:17:34
C00929,2016-07-08 15:17:55,2016-11-05 14:21:44
C07439,2016-07-08 15:18:44,2016-12-30 14:10:03
C04207,2016-07-08 15:24:46,2016-11-24 20:03:14
C13388,2016-07-08 15:25:22,2016-07-27 13:29:58
C10352,2016-07-08 15:30:37,2016-12-29 22:43:37
C13500,2016-07-08 15:33:09,2016-12-10 06:15:24
C03251,2016-07-08 15:36:45,2016-12-13 19:12:09
C06131,2016-07-08 15:41:28,2016-12-31 20:15:55
C03443,2016-07-08 15:44:48,2016-12-30 01:28:32
C03510,2016-07-08 15:45:26,2016-07-08 15:45:26
C05802,2016-07-08 15:47:46,2016-12-21 23:47:13
C09949,2016-07-08 15:47:55,2016-12-31 14:33:37
C07481,2016-07-08 15:50:17,2016-12-18 01:09:08
C08852,2016-07-08 15:52:22,2016-09-16 16:01:05
C02795,2016-07-08 15:53:39,2016-09-06 21:37:04
C03890,2016-07-08 15:54:19,2016-09-23 16:25:03
C03695,2016-07-08 15:58:52,2016-12-19 16:01:13
C13190,2016-07-08 15:59:07,2016-12-21 13:56:58
C12686,2016-07-08 15:59:31,2016-11-19 22:28:39
C07173,2016-07-08 16:03:22,2016-12-25 14:29:31
C11599,2016-07-08 16:03:45,2016-12-06 00:39:14
C04339,2016-07-08 16:04:00,2016-12-24 21:57:11
C01646,2016-07-08 16:09:27,2016-12-15 22:33:46
C00263,2016-07-08 16:12:57,2016-10-26 17:17:43
C12515,2016-07-08 16:13:23,2016-12-30 00:48:21
C03432,2016-07-08 16:14:53,2016-12-31 20:39:57
C11446,2016-07-08 16:15:16,2016-12-23 18:06:15
C03479,2016-07-08 16:20:18,2016-11-28 04:40:44
C09461,2016-07-08 16:22:29,2016-11-25 13:42:21
C00532,2016-07-08 16:24:17,2016-07-29 22:56:17
C01175,2016-07-08 16:24:42,2016-07-08 16:24:42
C10374,2016-07-08 16:25:43,2016-12-15 00:58:03
C10238,2016-07-08 16:25:58,2016-12-23 22:49:05
C08627,2016-07-08 16:27:25,2016-12-12 15:22:37
C03158,2016-07-08 16:31:58,2016-12-25 23:26:38
C11428,2016-07-08 16:32:16,2016-12-18 18:27:58
C10552,2016-07-08 16:34:27,2016-12-26 05:02:55
C10259,2016-07-08 16:36:41,2016-10-30 19:00:30
C09163,2016-07-08 16:41:01,2016-12-24 17:52:27
C09430,2016-07-08 16:42:47,2016-12-31 19:53:23
C08720,2016-07-08 16:44:40,2016-12-08 17:07:03
C09330,2016-07-08 16:46:20,2016-12-09 20:36:33
C02023,2016-07-08 16:47:41,2016-12-31 21:21:30
C03519,2016-07-08 16:47:41,2016-12-05 16:47:18
C12416,2016-07-08 16:59:11,2016-10-03 01:10:53
C12146,2016-07-08 16:59:14,2016-12-31 16:49:53
C01285,2016-07-08 16:59:25,2016-12-20 14:17:55
C12009,2016-07-08 16:59:39,2016-11-03 22:17:19
C01135,2016-07-08 17:05:46,2016-12-23 15:03:39
C11101,2016-07-08 17:07:29,2016-11-22 17:01:58
C02154,2016-07-08 17:08:57,2016-12-23 22:27:33
C13503,2016-07-08 17:09:48,2016-10-04 16:08:31
C05343,2016-07-08 17:10:26,2016-11-23 13:35:11
C13011,2016-07-08 17:15:59,2016-09-13 18:08:48
C00906,2016-07-08 17:18:11,2016-12-05 20:31:18
C13052,2016-07-08 17:19:26,2016-12-06 04:30:09
C09966,2016-07-08 17:24:47,2016-12-17 17:00:16
C01458,2016-07-08 17:26:11,2016-12-04 22:05:16
C09022,2016-07-08 17:29:08,2016-12-20 03:56:15
C08010,2016-07-08 17:30:28,2016-12-31 23:50:48
C06784,2016-07-08 17:37:55,2016-12-31 04:37:25
C08854,2016-07-08 17:38:12,2016-10-11 22:01:24
C12776,2016-07-08 17:40:17,2016-07-08 17:40:17
C07082,2016-07-08 17:40:38,2016-07-27 01:28:46
